Date,title_pos,title_pos_var,title_neg,title_neg_var,title_neu,title_neu_var,title_subjectivity,text_pos,text_poss_var,text_neg,text_neg_var,text_neu,text_neu_var,text_subjectivity,art_count
2016-09-30,0.14980098046362397,0.009330768947396357,0.31652885023504496,0.18669300429467836,0.5336702143152555,0.11256338875925097,0.19999999999999998,0.06217904730389514,0.004104096409400737,0.5636024375756582,0.12205225893171841,0.37421850115060806,0.0835444911028508,0.4323515245043022,3
2016-10-02,0.9517382979393004,0.0,0.0188003722578287,0.0,0.0294613689184188,0.0,0.0,0.0549705773591995,0.0,0.8563103675842285,0.0,0.0887190923094749,0.0,0.2308857808857809,1
2016-10-03,0.12597148772329086,0.024845056921920693,0.8346744775772095,0.027935345412276536,0.03935405239462847,0.000178576052793293,0.1083333333333333,0.09238163505991293,0.009985680833916604,0.8749307990074158,0.012811825715488117,0.032687583938240936,0.00019501881047061478,0.3566329966329967,3
2016-10-04,0.1971080154180526,0.0,0.0138373160734772,0.0,0.7890546321868896,0.0,0.4545454545454545,0.0522289723157882,0.0,0.0186801441013813,0.0,0.9290908575057985,0.0,0.2959753787878788,1
2016-10-05,0.1258336454629898,0.0,0.0140039315447211,0.0,0.8601623773574829,0.0,0.5,0.8972497582435608,0.0,0.013952343724668,0.0,0.088797889649868,0.0,0.419560606060606,1
2016-10-06,0.0171551406383514,0.0,0.9604325294494628,0.0,0.0224123410880565,0.0,0.3999999999999999,0.0121059529483318,0.0,0.9687173366546632,0.0,0.0191765800118446,0.0,0.3167777777777777,1
2016-10-09,0.0670458078384399,0.0,0.0137055069208145,0.0,0.9192487597465516,0.0,0.0,0.0841827169060707,0.0,0.0131748421117663,0.0,0.9026424288749696,0.0,0.3774071542492595,1
2016-10-12,0.0653861984610557,0.0,0.0093486923724412,0.0,0.92526513338089,0.0,0.0,0.0292660202831029,0.0,0.1894488632678985,0.0,0.7812851071357727,0.0,0.3370813397129186,1
2016-10-13,0.3148790597915649,0.0,0.0071702012792229,0.0,0.6779507398605347,0.0,0.4545454545454545,0.2744435966014862,0.0,0.009189823642373,0.0,0.7163665890693665,0.0,0.3753787878787879,1
2016-10-14,0.0705581679940223,0.0,0.4874667227268219,0.0,0.4419750571250915,0.0,0.0,0.0349682420492172,0.0,0.1426607370376587,0.0,0.8223710060119629,0.0,0.3273333333333333,1
